SKU;Nome do produto;Categoria;Subcategoria;Descricao curta;Descricao completa;Unidade de venda;Qtd por embalagem;Marca;URL da imagem;Status;Estoque;Tem Variacao
380083;Vulcao Negro 500ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (500ml);1;;;Inativo;0;NAO
380084;Desin F E Desin N Desinfetante, 05 LT;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;Insert;;Inativo;0;NAO
380085;Desin Lipto Desinfetante Eucalipto, 05 LT;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;Insert;;Inativo;0;NAO
380086;Agua Sanitaria LT;Higiene e Sanitização;Água Sanitária;Alvejante e desinfetante;;Unidade;1;Qboa;;Inativo;0;NAO
380087;Desinfetante Pinho Sol Lavanda 500ml;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Frasco (500ml);1;;;Ativo;15;NAO
380088;Desinf Pinho/eucal/lavanda 500ml;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Frasco (500ml);1;Mania;;Ativo;10;NAO
380089;Desinfetante Pinho 500ml;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Frasco (500ml);1;Lisa;;Inativo;0;NAO
380090;Acidulante Para Roupas Gold Max 20 KG - Mmv;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Embalagem (20Kg);1;;;Inativo;0;NAO
380091;Desinf Conc Quart.amonia Diluiç.1:20 5l-indeba;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Ativo;18;NAO
380092;Desinfetante Floral 05lt-seven;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380093;Alcool Gel 70º 500ml Flip Top;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Frasco (500ml);1;Safra/Dermasoft;;Inativo;0;NAO
380094;Hipoclorito A 10%-12% 05lt;Higiene e Sanitização;Hipoclorito / Cloro Ativo;Hipoclorito / Cloro ativo;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380095;Desinfetante Bact Serdin (div Aromas) 05l -serlimq;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380096;Limpador Multiuso , 05lt;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Galão (5L);1;Serlimq/Tecnolar;;Inativo;0;NAO
380097;Sab. Liq P/uso Erva-doce 05lt;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;Ecolimpe;;Ativo;8;NAO
380098;Sab.liq Perolizado (erva Doce/dove) 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380099;Detergente Neutro, 05lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Liz;;Inativo;0;NAO
380100;Sabao Geleia Pinho 05 LT;Produtos de Limpeza;Sabão Líquido/Gel;Produto profissional;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380101;Limpa Vidros 05lt;Produtos de Limpeza;Limpa Vidros;Produto profissional;;Galão (5L);1;Serlimq/Tecnolar;;Ativo;11;NAO
380102;Brilha Inox 400ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (400ml);1;Scoth Brite 3M;;Ativo;8;NAO
380103;Essencia De Eucalipto P/sauna 500ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (500ml);1;Ressolever;;Inativo;0;NAO
380104;Pasta Cristal Multiuso Rosa 500g;Produtos de Limpeza;Saponáceo e Pasta;Uso geral em superfícies;;Embalagem (500G);1;Urca;;Inativo;0;NAO
380105;Aromat/neutraliz De Odores Bamboo LT;Produtos de Limpeza;Limpeza Geral;Produto a granel, medido em LT;;Unidade;1;;;Ativo;24;NAO
380106;Limpador Perf Casa E Perfume 500ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (500ml);1;;;Inativo;0;NAO
380107;Cera Impermeabilizante Tripla Ação, 05lt;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Galão (5L);1;Briosol;;Inativo;0;NAO
380108;Impermeabilizante A. Brilho(cod147), 05lt;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Produto profissional;;Galão (5L);1;Meyors;;Inativo;0;NAO
380109;Removedor De Cera Master(cod 53), 05lt;Limpeza - Pisos e Ceras;Removedores de Cera;Auto brilho para pisos;;Galão (5L);1;Meyors;;Inativo;0;NAO
380110;Selador Master (cod 148), 05lt;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Produto profissional;;Galão (5L);1;Meyors;;Inativo;0;NAO
380111;Detergente Neutro 20lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (20L);1;Tecnolar;;Inativo;0;NAO
380112;Cera Base Carnauba, 05lt;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Galão (5L);1;Ressolever;;Inativo;0;NAO
380139;Inseticida 360ml Aerosol;Higiene Pessoal;Inseticidas;Aerossol de ação rápida;;Frasco (360ml);1;Baygon;;Inativo;0;NAO
380140;Desinfetante 750ml Lav/eucalip.;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Frasco (750ml);1;Atol;;Inativo;0;NAO
380141;Pastilha Adesiva Sanit.lavan C/3 UN;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Caixa;3;Pato;;Inativo;0;NAO
380142;Desengraxante 50 LT;Produtos de Limpeza;Desengraxante;Produto profissional;;Galão (50L);1;Liz;;Inativo;0;NAO
380143;Alvex Soft (deseng Neutro) 05lt - Mmv;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380144;Desinfetante Soft Gold 05lt - Mmv;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380145;Decap 05lt - Mmv;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380146;Desinfetante Floral 02lt;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Frasco (2L);1;Lisa;;Inativo;0;NAO
380147;Pasta Umectante 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Ressolever;;Inativo;0;NAO
380148;Detergente Neutro Pratt Conc 05lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Indeba;;Inativo;0;NAO
380149;Alcool 70º Liquido 05lt(aut Anvisa);Higiene e Sanitização;Álcool Líquido 70°;Desinfecção de superfícies;;Galão (5L);1;Flamagel;;Inativo;0;NAO
380150;Limpador Perfumado 500ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (500ml);1;Oriental;;Inativo;0;NAO
380151;Amaciante De Roupas Confort 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Serlimq;;Ativo;6;NAO
380152;Desincrustante Det Acido Tecnolimp 05lt;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Galão (5L);1;Tecnola;;Inativo;0;NAO
380153;Cera Liq Verde Auto Brilho 05lt;Limpeza - Pisos e Ceras;Ceras e Impermeabilizantes;Auto brilho para pisos;;Galão (5L);1;Tecnolar;;Inativo;0;NAO
380154;Alvatec (alvejante Gelatinoso) 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Tecnolar;;Inativo;0;NAO
380155;Sabonete Perolizado Conc Lirio Pratt,05 Lt-indeba;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;;;Ativo;2;NAO
380156;Lixeira Selet Basc 60lt 49x37 Azul(papel)- Santana;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (60L);1;;;Ativo;7;NAO
380158;Ufenol (creolina) 900ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (900ml);1;;;Inativo;0;NAO
380159;Papel Hig 8x300, 300m, 100% Celulose;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Ideal;;Ativo;7;NAO
380160;Anti Mofo 30g (canela E Jasmin);Higiene Pessoal;Sanitários e Anti-mofo;Produto profissional;;Embalagem (30G);1;Oriental;;Inativo;0;NAO
380161;Brilha Inox 300ml Aerosol;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (300ml);1;Leve&Uze;;Inativo;0;NAO
380162;Limpador Limpeza Pesada C/alcool 500ml;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Desinfecção de superfícies;;Frasco (500ml);1;Veja;;Ativo;118;NAO
380163;Anti Mofo 180g;Higiene Pessoal;Sanitários e Anti-mofo;Produto profissional;;Embalagem (180G);1;Secar/Durasol;;Inativo;0;NAO
380164;Sab Liq Perol Conc Erva-doce Incol 05lt- Mercotech;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Galão (5L);1;;;Inativo;0;NAO
380165;Brilha Aluminio Conc. 05lt;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Galão (5L);1;Mercotech;;Ativo;34;NAO
380166;Detergente Neutro 2lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Frasco (2L);1;Lisa;;Inativo;0;NAO
380167;Desinf Limp Casaflor (desire, Dreams,orqui) 500ml;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Frasco (500ml);1;;;Inativo;0;NAO
380168;Detergente Neutro/limao 500ml;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Frasco (500ml);1;Izabelli;;Inativo;0;NAO
380169;Porta Hig Em Rolo 300mt Bco;Equipamentos de Higiene;Porta Papel Higiênico;Produto profissional;;Unidade;1;Trilha;;Inativo;0;NAO
380170;Thinner 01lt;Químicos;Químicos Gerais;Produto profissional;;Frasco (1L);1;Soprelusa;;Inativo;0;NAO
380178;Sab. Espuma 5lt (erva-doce E Dove);Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Serlimq;;Inativo;0;NAO
380179;Mercotech 100 Lat Deterg.deseng.alcalin Conc 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Ativo;40;NAO
380180;Detclor Deterg.mult.alvej.conc. 05 Lt-indeba;Produtos de Limpeza;Detergente Desinfetante;Produto profissional;;Galão (5L);1;;;Ativo;21;NAO
380181;Sab. Liq Perolizado Erva-doce, LT;Produtos de Limpeza;Sabonete Líquido;Fragrância suave, pH neutro;;Unidade;1;;;Ativo;96;NAO
380182;Neutralizador Odores Eucalipto Aromatec -tecnolar;Higiene Pessoal;Neutralizadores de Odor;Produto profissional;;Unidade;1;;;Inativo;0;NAO
380183;Deter Clor Detergente Clorado 05lt - Mmv;Produtos de Limpeza;Detergente Desinfetante;Limpeza industrial;;Galão (5L);1;;;Ativo;20;NAO
380184;Lustra Moveis 100ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (100ml);1;Nobre;;Inativo;0;NAO
380185;Detergente 500ml Neutro;Produtos de Limpeza;Limpeza Geral;Limpeza industrial;;Frasco (500ml);1;Atol;;Inativo;0;NAO
380186;Aromat/desinf Conc Tech Prime Fresh 05lt;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;Mercote;;Ativo;64;NAO
380187;Grill Deseng. Fornos E Grelhas, 05lt- Mercotech;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;;;Inativo;0;NAO
380188;Lethaclor (hipoclorito 10%);Higiene e Sanitização;Hipoclorito / Cloro Ativo;Hipoclorito / Cloro ativo;;Unidade;1;Indeba;;Inativo;0;NAO
380189;Desinf/aromatizante Conc Floral 05lt- Mercotech;Higiene Pessoal;Aromatizantes e Purificadores;Desinfetante profissional;;Galão (5L);1;;;Inativo;0;NAO
380190;Ceramica E Azulejos Limpador Azulim LT;Produtos de Limpeza;Limpeza Geral;Auto brilho para pisos;;Unidade;1;;;Ativo;28;NAO
380191;Det.acido Concentrado (limpa Pedras);Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;Meyors;;Inativo;0;NAO
380192;Det. Neutro Conc (limpa Porcel Neutro);Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;Meyors;;Inativo;0;NAO
380193;Aromatizante Ambiente Conc 140ml-capim Limao-nobre;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Frasco (140ml);1;;;Ativo;8;NAO
380194;Inseticida 380ml Aerosol;Higiene Pessoal;Inseticidas;Aerossol de ação rápida;;Frasco (380ml);1;Sbp;;Inativo;0;NAO
380195;Limpador Cloro Ativo 2x1 Limpeza Pesada;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Hipoclorito / Cloro ativo;;Unidade;1;Veja;;Inativo;0;NAO
380196;Limpa Vidros 500ml;Produtos de Limpeza;Limpa Vidros;Produto profissional;;Frasco (500ml);1;Veja;;Inativo;0;NAO
380197;Vag 500 - Mmv;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;;;Ativo;1;NAO
380198;Limpa Porcel,/vidros Porcelain 05lt;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Galão (5L);1;Mercotech;;Ativo;16;NAO
380199;Multiuso Conc 05lt;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Galão (5L);1;Mercotech;;Ativo;3;NAO
380200;Multiuso Conc 05lt Diluiçao 1 Até 80;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Galão (5L);1;;;Inativo;0;NAO
380201;Agua Copo 200ml;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (200ml);1;;;Inativo;0;NAO
380202;Limpa Vidros LT;Produtos de Limpeza;Limpa Vidros;Produto a granel, medido em LT;;Unidade;1;Serlimq;;Inativo;0;NAO
380204;Aromat/desinf Conc Tech Prime Lavanda 05lt-mercote;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Galão (5L);1;;;Ativo;49;NAO
380208;Limpador Desengraxante Floresta Pratt Ultra-indeba;Produtos de Limpeza;Desengraxante;Produto profissional;;Unidade;1;;;Ativo;115;NAO
380209;Hygiform Liso Clean Bact 400ml Aerosol;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Frasco (400ml);1;;;Inativo;0;NAO
380210;Cloro Liquido Hipogold 10%, BB 20lt - Mmv;Higiene e Sanitização;Hipoclorito / Cloro Ativo;Hipoclorito / Cloro ativo;;Barrica (5L);1;;;Inativo;0;NAO
380211;Clor Liq-tira Mancha 20l BB 20lt;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Barrica (5L);1;Meyors;;Inativo;0;NAO
380212;Pos Obra Conc Decapante Acido Pratt;Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Unidade;1;Indeba;;Ativo;26;NAO
380213;Sabao Geleia Floral 05lt;Produtos de Limpeza;Sabão Líquido/Gel;Produto profissional;;Galão (5L);1;Serlimq;;Ativo;42;NAO
380214;Detergente Neutro Floral Pratt Conc 05lt;Produtos de Limpeza;Detergente Neutro;Limpeza industrial;;Galão (5L);1;Indeba;;Ativo;3;NAO
380215;Desinf/aromat Pratt Conc Citronela 05lt;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;Indeba;;Ativo;58;NAO
380216;Desinf/aromat Pratt Conc Floral 05lt;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;Indeba;;Ativo;20;NAO
380217;Desinf/aromat Pratt Conc Citrico 05lt;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;Indeba;;Ativo;26;NAO
380218;Desinf/aromat Pratt Conc Limao Bosque 05lt-indeba;Produtos de Limpeza;Limpeza Geral;Desinfetante profissional;;Galão (5L);1;;;Ativo;46;NAO
380219;Desinfetante Bloco Caixa Acoplada;Higiene e Sanitização;Desinfetante;Desinfetante profissional;;Unidade;1;Pato;;Inativo;0;NAO
380220;Pastilha Adesiva Sanit.lavan C/3 UN;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Caixa;3;Radiante;;Ativo;29;NAO
380221;Pedra Sanitaria 25g(emb.cx Indiv.c/ganch) Polial;Higiene Pessoal;Sanitários e Anti-mofo;Produto profissional;;Caixa;1;;;Ativo;504;NAO
38089401;Hipoclorito 1% A 2% (alvej Clorado) 05 LT- Serlimq;Higiene e Sanitização;Hipoclorito / Cloro Ativo;Hipoclorito / Cloro ativo;;Galão (5L);1;;;Inativo;0;NAO
38089419;Pace Tripla Açao 200g;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Embalagem (200G);1;Hth;;Inativo;0;SIM
38099141;Neutralizador De Odores Bouquet 05lt;Higiene Pessoal;Neutralizadores de Odor;Produto profissional;;Galão (5L);1;Briosol;;Inativo;0;NAO
38249029;Corretivo Liq 18ml;Material de Escritório;Escritório;Produto profissional;;Frasco (18ml);1;Frama;;Ativo;14;SIM
38249049;Estojo Teste Kit;Produtos de Limpeza;Limpeza Geral;Produto profissional;;Unidade;1;Hth;;Inativo;0;NAO
390001;Fio De Corte 3,00 X 300mt Sthil;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390002;Saco P/lixo 60 LT Preto 55x62;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Rava;;Ativo;77;NAO
390003;Saco P/lixo 100 LT Amarelo;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Ecomax;;Ativo;3;NAO
390004;Saco P/lixo 200 LT Preto Super Ref;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Fortart;;Ativo;97;NAO
390005;Saco P/lixo 200 LT Branco;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Ic;;Inativo;0;NAO
390006;Copo Desc 200ml Poliprop.(pp) Bco;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Frasco (200ml);1;Copocchio;;Inativo;0;NAO
390007;Copo Desc 200ml Poliprop,(pp) Transp;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Frasco (200ml);1;Copocchio;;Inativo;0;NAO
390008;Copo Desc 50 ML Pp C/100 UN;Papel e Descartáveis;Copos Descartáveis;Polipropileno, uso único;;Caixa;100;;;Inativo;0;NAO
390009;Lavadora Alta Pressao 1850w;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390010;Balde C/espremedor 14lt Bettanin/perfect (9230);Utensílios de Limpeza;Baldes com Espremedor;Sistema duplo, alta capacidade;;Barrica (5L);1;;;Ativo;5;NAO
390011;Saboneteira Inox 500ml;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Frasco (500ml);1;Nobre;;Inativo;0;NAO
390012;Saco P/lixo 20 LT Preto;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (20L);1;Ic;;Inativo;0;NAO
390013;Saco P/lixo 40 LT Preto;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (40L);1;Emmap;;Ativo;2;NAO
390014;Saco P/lixo 100 LT Preto Comum 70x80;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Rava;;Ativo;36;NAO
390015;Saco P/lixo 60 LT Branco;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Emmap;;Ativo;15;NAO
390016;Saboneteira C/reserv 800ml Bca Liac810-infinity;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Frasco (800ml);1;;;Inativo;0;NAO
390017;Saboneteira S/reserv Infinity;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Fortcom;;Inativo;0;NAO
390018;Porta Papel Hig Bco Rolo Liae500;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Infinity;;Ativo;15;NAO
390019;Porta Papel Toalha Bco Interf-infinity Liah100;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;;;Inativo;0;NAO
390020;Tela Para Mictorio (sp9102az);Utensílios de Limpeza;Telas para Mictório;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390021;Luva Latex Amarela G;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;Volk/Mucambo;;Ativo;65;NAO
390022;Saco P/lixo 200 LT Mic 08 Ref Preto;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (200L);1;Fortart;;Inativo;0;NAO
390023;Saco P/lixo 60 LT Branco 55x62;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (60L);1;Rava;;Inativo;0;NAO
390024;Pa P/lixo Plastica Cabo Longo;Utensílios de Limpeza;Pás para Lixo;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390025;Balde Plastico 20lt;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;;;Inativo;0;NAO
390026;Balde Plast Concreto 10lt;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;Arqplast;;Inativo;0;NAO
390027;Vassoura Pelo V-20 Plástica 30cm;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;67;NAO
390028;Luva Vinil Transp C/ Amido CX C/100 UN G;EPI e Segurança;Luvas de Procedimento;Sem pó, caixa c/ 100;;Caixa;100;Volk;;Inativo;0;NAO
390029;Saco P/lixo 20 LT Azul;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (20L);1;Rv;;Ativo;2;NAO
390030;Saco Transparente 40x60 (bobina Picotada);Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;;;Inativo;0;NAO
390031;Pulverizador(lar/ Vde) Reforçado- 500ml;Utensílios de Limpeza;Pulverizadores;Produto profissional;;Frasco (500ml);1;Guarany;;Ativo;454;NAO
390032;Pulverizador 500ml Leitoso Transp;Utensílios de Limpeza;Pulverizadores;Produto profissional;;Frasco (500ml);1;Guarany;;Ativo;75;NAO
390033;Saco P/lixo 20 LT Branco 40x45cm;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (20L);1;Rava;;Inativo;0;NAO
390034;Saco P/lixo 400 LT Preto Ref.;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (400L);1;Emmap;;Inativo;0;NAO
390035;Saco P/lixo 40 LT Branco 45x55;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (40L);1;Rava;;Inativo;0;NAO
390036;Canudo Biodeg, PCT C/ 100un;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;1;Theoto Eco;;Inativo;0;NAO
390037;Bico De Mangueira C/gatilho;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Tramontina;;Inativo;0;NAO
390038;Bobina Transp Picotada 40 X 60;Papel e Descartáveis;Descartáveis;Produto a granel, medido em KG;;Unidade;1;;;Inativo;0;NAO
390039;Refil Borracha Para Rodo 40 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Ativo;32;NAO
390040;Refil Borracha Para Rodo 60 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
390041;Refil Borracha Para Rodo 100cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Ativo;23;NAO
390042;Cesto 30x24 14 LT Cinza;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (14L);1;Bralimpia;;Inativo;0;NAO
390043;Balde Esprem Doblo 2 Aguas 30lt Amare;Utensílios de Limpeza;Baldes com Espremedor;Sistema duplo, alta capacidade;;Barrica (5L);1;Bralimpia;;Inativo;0;NAO
390044;Luva Para Aplicador De Cera 35cm, Bralimpia;Papel e Descartáveis;Descartáveis;Auto brilho para pisos;;Unidade;1;;;Ativo;5;NAO
390045;"Placa Sinal ""piso Molhado""";Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Nobre;;Ativo;27;NAO
390046;Palito De Dente PCT De 25 C/100un;Papel e Descartáveis;Descartáveis;Produto profissional;;Pacote;100;;;Ativo;3;NAO
390047;Papel Aluminio 30x100mt;Papel e Descartáveis;Filmes e Embalagens;Produto profissional;;Unidade;1;Thermoprat;;Inativo;0;NAO
390048;Reservatorio P/saboneteira Jofel;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;;;Inativo;0;NAO
390049;Reservatorio P/saboneteira;Equipamentos de Higiene;Saboneteiras;Fragrância suave, pH neutro;;Unidade;1;Dropy Ldrs630;;Ativo;14;NAO
390050;Sabonet/alcool Gel Box Crist400ml Infinitylicl400;Higiene e Sanitização;Álcool Gel;Antisséptico e higienizador;;Frasco (400ml);1;;;Inativo;0;NAO
390051;Pa Articulada Coletora C/tampa;Utensílios de Limpeza;Pás para Lixo;Produto profissional;;Unidade;1;Bettanin;;Ativo;34;NAO
390052;Capa P/chuva Amarela;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Brascamp;;Ativo;6;NAO
390053;Refil Borracha Para Rodo 50 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Ativo;20;NAO
390054;Refil Borracha Para Rodo 80 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Ativo;4;NAO
390055;Saco P/lixo 100 LT Branco Infectante 70x80;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (100L);1;Rava;;Ativo;37;NAO
390056;Cesto 12 LT S/tampa Branco;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (12L);1;Plasvale;;Ativo;10;NAO
390057;Luva Latex Azul, Tam G;EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;Volk;;Inativo;0;NAO
390058;Suporte Manual Minilock;Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;Rubbermaid;;Ativo;12;NAO
390059;Suporte Minilock (9516);Papel e Descartáveis;Descartáveis;Produto profissional;;Unidade;1;;;Ativo;78;NAO
390060;Tela Para Mictorio Amarela;Utensílios de Limpeza;Telas para Mictório;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390061;Tela Para Mictorio Azul;Utensílios de Limpeza;Telas para Mictório;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390062;Tela Para Mictorio Verde;Utensílios de Limpeza;Telas para Mictório;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
390063;Cesto 30x24 14 LT Branco S/tampa;Equipamentos de Higiene;Cestos;Produto profissional;;Galão (14L);1;;;Inativo;0;NAO
390064;Contentor 240 LT C/rodas (mod Europeu) Azul-nobre;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (240L);1;;;Inativo;0;NAO
390065;Contentor 240 LT Branco;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (240L);1;Larplasticos;;Inativo;0;NAO
390066;Contentor 120 LT Bco, S/pedal;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (120L);1;Larplastico;;Inativo;0;NAO
390067;Contentor 120lt C/rodas (mod Europeu) Verde- Nobre;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (120L);1;;;Inativo;0;NAO
390068;Contentor 120 LT C/rodas (mod Europeu) Azul- Nobre;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Galão (120L);1;;;Inativo;0;NAO
